order_id,customer_id,order_date,total_amount,discount_amount,tax_amount,final_amount,payment_method,payment_status,order_status,delivery_address,delivery_city,delivery_zip,special_instructions
2933,824,2026-02-05 12:31:44,1135.71,108.83,51.34,1078.22,Net Banking,pending,processing,207 Main Street,Ahmedabad,991884,
2934,989,2026-02-17 12:31:44,9049.5,216.65,441.64,9274.49,Cash on Delivery,failed,pending,784 Main Street,Bangalore,434168,Leave at door
2935,682,2026-03-27 12:31:44,9737.85,1456.62,414.06,8695.29,Cash on Delivery,pending,cancelled,626 Main Street,Ahmedabad,498197,
2936,817,2026-01-25 12:31:44,3020.97,297.03,136.2,2860.14,Debit Card,completed,processing,802 Main Street,Hyderabad,833281,Leave at door
2937,711,2026-03-28 12:31:44,6831.29,72.05,337.96,7097.2,UPI,failed,pending,423 Main Street,Bangalore,731792,
2938,329,2026-04-19 12:31:44,9356.98,34.47,466.13,9788.64,Cash on Delivery,pending,confirmed,539 Main Street,Lucknow,568449,
2939,942,2026-02-13 12:31:44,3180.25,257.71,146.13,3068.67,Credit Card,pending,cancelled,228 Main Street,Mumbai,325258,
2940,591,2026-03-02 12:31:44,5660.96,1.37,282.98,5942.57,Credit Card,failed,cancelled,190 Main Street,Jaipur,489043,
2941,695,2026-03-12 12:31:44,3409.9,29.13,169.04,3549.81,Credit Card,failed,cancelled,571 Main Street,Pune,675771,Call on arrival
2942,877,2026-02-20 12:31:44,480.5,12.26,23.41,491.65,Cash on Delivery,completed,processing,235 Main Street,Pune,359414,Call on arrival
2943,627,2026-04-14 12:31:44,1637.96,141.07,74.84,1571.73,Credit Card,pending,confirmed,471 Main Street,Pune,364239,
2944,708,2026-03-16 12:31:44,1289.95,25.39,63.23,1327.79,Credit Card,pending,confirmed,107 Main Street,Bangalore,506224,Call on arrival
2945,465,2026-03-29 12:31:44,5389.16,282.08,255.35,5362.43,Cash on Delivery,completed,out_for_delivery,284 Main Street,Pune,787757,Leave at door
2946,856,2026-02-11 12:31:44,6252.84,888.18,268.23,5632.89,Cash on Delivery,completed,out_for_delivery,235 Main Street,Lucknow,953740,
2947,66,2026-02-05 12:31:44,3804.1,173.44,181.53,3812.19,UPI,pending,processing,985 Main Street,Delhi,807053,Leave at door
2948,374,2026-03-25 12:31:44,7246.35,1081.67,308.23,6472.91,Cash on Delivery,completed,delivered,189 Main Street,Jaipur,668471,
2949,921,2026-01-26 12:31:44,2908.7,261.38,132.37,2779.69,Net Banking,completed,processing,537 Main Street,Pune,816412,
2950,69,2026-04-08 12:31:44,2770.79,176.53,129.71,2723.97,Cash on Delivery,failed,out_for_delivery,482 Main Street,Ahmedabad,464863,Call on arrival
2951,366,2026-04-15 12:31:44,7037.08,150.12,344.35,7231.31,Cash on Delivery,completed,pending,368 Main Street,Jaipur,423404,
2952,29,2026-01-29 12:31:44,9055.55,440.35,430.76,9045.96,Credit Card,completed,delivered,984 Main Street,Delhi,479781,Leave at door
2953,270,2026-02-04 12:31:44,5030.47,677.28,217.66,4570.85,Debit Card,completed,delivered,134 Main Street,Kolkata,897615,
2954,585,2026-02-02 12:31:44,6552.74,974.49,278.91,5857.16,Net Banking,failed,pending,677 Main Street,Jaipur,395198,
2955,562,2026-04-09 12:31:44,7547.59,963.01,329.23,6913.81,Net Banking,failed,delivered,349 Main Street,Hyderabad,851763,
2956,952,2026-04-14 12:31:44,3598.63,33.25,178.27,3743.65,UPI,failed,out_for_delivery,313 Main Street,Pune,649855,
2957,796,2026-02-13 12:31:44,2858.98,7.07,142.6,2994.51,UPI,pending,pending,460 Main Street,Delhi,735988,Call on arrival
2958,927,2026-03-14 12:31:44,1925.06,92.56,91.62,1924.12,Net Banking,pending,out_for_delivery,621 Main Street,Kolkata,852715,Call on arrival
2959,454,2026-03-29 12:31:44,1676.56,115.18,78.07,1639.45,Cash on Delivery,completed,pending,580 Main Street,Bangalore,878586,Leave at door
2960,849,2026-02-05 12:31:44,6604.55,809.53,289.75,6084.77,UPI,failed,confirmed,34 Main Street,Ahmedabad,626883,Leave at door
2961,869,2026-02-03 12:31:44,6177.55,540.25,281.87,5919.17,Debit Card,pending,out_for_delivery,415 Main Street,Lucknow,990136,Call on arrival
2962,859,2026-01-26 12:31:44,1605.88,144.05,73.09,1534.92,Cash on Delivery,pending,delivered,530 Main Street,Bangalore,659921,
2963,510,2026-02-25 12:31:44,745.29,39.59,35.28,740.98,Credit Card,failed,confirmed,643 Main Street,Chennai,180813,
2964,946,2026-01-31 12:31:44,4272.91,385.14,194.39,4082.16,Debit Card,failed,processing,585 Main Street,Chennai,519218,Leave at door
2965,206,2026-03-25 12:31:44,10312.32,797.97,475.72,9990.07,Credit Card,pending,cancelled,142 Main Street,Hyderabad,362147,
2966,240,2026-02-19 12:31:44,6639.5,768.73,293.54,6164.31,Cash on Delivery,pending,confirmed,147 Main Street,Bangalore,989894,Call on arrival
2967,497,2026-02-01 12:31:44,313.61,9.03,15.23,319.81,Debit Card,pending,cancelled,375 Main Street,Lucknow,672896,
2968,851,2026-02-15 12:31:44,1661.63,164.2,74.87,1572.3,Debit Card,completed,pending,691 Main Street,Mumbai,320989,Call on arrival
2969,503,2026-02-14 12:31:44,6284.88,481.93,290.15,6093.1,Debit Card,pending,processing,650 Main Street,Pune,900298,
2970,511,2026-04-15 12:31:44,697.55,24.96,33.63,706.22,Cash on Delivery,failed,processing,512 Main Street,Kolkata,694423,
2971,264,2026-04-16 12:31:44,1494.1,111.61,69.12,1451.61,Debit Card,pending,processing,47 Main Street,Mumbai,772612,Call on arrival
2972,118,2026-03-22 12:31:44,5878.72,487.67,269.55,5660.6,UPI,completed,confirmed,391 Main Street,Chennai,962367,
2973,95,2026-03-02 12:31:44,6753.03,728.35,301.23,6325.91,UPI,failed,confirmed,765 Main Street,Chennai,194769,Leave at door
2974,157,2026-02-06 12:31:44,1301.93,20.48,64.07,1345.52,UPI,completed,delivered,146 Main Street,Pune,876962,Leave at door
2975,555,2026-01-22 12:31:44,8782.87,463.47,415.97,8735.37,Cash on Delivery,pending,cancelled,673 Main Street,Delhi,352867,
2976,296,2026-02-17 12:31:44,3334.34,293.49,152.04,3192.89,UPI,completed,processing,723 Main Street,Ahmedabad,244789,
2977,894,2026-03-15 12:31:44,3106.38,74.58,151.59,3183.39,Debit Card,failed,delivered,193 Main Street,Lucknow,436219,Call on arrival
2978,547,2026-01-25 12:31:44,3245.77,75.59,158.51,3328.69,Debit Card,failed,pending,629 Main Street,Bangalore,749253,
2979,796,2026-02-24 12:31:44,4779.88,184.54,229.77,4825.11,Debit Card,completed,pending,460 Main Street,Delhi,735988,
2980,873,2026-02-12 12:31:44,1894.29,276.94,80.87,1698.22,Cash on Delivery,pending,pending,746 Main Street,Mumbai,346024,Leave at door
2981,305,2026-04-12 12:31:44,6457.14,93.92,318.16,6681.38,Credit Card,failed,processing,207 Main Street,Ahmedabad,968170,Call on arrival
2982,194,2026-01-29 12:31:44,5651.87,472.02,258.99,5438.84,UPI,failed,delivered,610 Main Street,Pune,843266,Call on arrival
2983,529,2026-01-20 12:31:44,1580.26,147.05,71.66,1504.87,Debit Card,failed,pending,582 Main Street,Delhi,165308,Leave at door
2984,838,2026-01-20 12:31:44,4717.15,398.96,215.91,4534.1,Cash on Delivery,failed,pending,10 Main Street,Jaipur,834861,Call on arrival
2985,456,2026-04-04 12:31:44,385.74,47.95,16.89,354.68,Net Banking,failed,confirmed,779 Main Street,Jaipur,853905,
2986,299,2026-04-02 12:31:44,2570.73,86.75,124.2,2608.18,Cash on Delivery,pending,confirmed,496 Main Street,Chennai,301603,
2987,301,2026-01-28 12:31:44,4408.41,317.49,204.55,4295.47,Debit Card,failed,cancelled,492 Main Street,Ahmedabad,465746,
2988,945,2026-02-17 12:31:44,1688.85,125.59,78.16,1641.42,Net Banking,failed,out_for_delivery,911 Main Street,Chennai,710434,Call on arrival
2989,80,2026-04-14 12:31:44,1771.7,125.11,82.33,1728.92,Debit Card,completed,processing,855 Main Street,Chennai,605937,Call on arrival
2990,369,2026-03-29 12:31:44,1192.04,102.02,54.5,1144.52,Credit Card,completed,confirmed,17 Main Street,Hyderabad,373441,Call on arrival
2991,216,2026-04-10 12:31:44,2781.15,211.39,128.49,2698.25,UPI,pending,out_for_delivery,434 Main Street,Lucknow,216587,Leave at door
2992,367,2026-04-13 12:31:44,1273.79,52.74,61.05,1282.1,Credit Card,pending,out_for_delivery,101 Main Street,Ahmedabad,941814,Leave at door
2993,400,2026-04-13 12:31:44,483.02,28.18,22.74,477.58,UPI,completed,processing,729 Main Street,Bangalore,921968,
2994,26,2026-04-16 12:31:44,1531.12,197.58,66.68,1400.22,Net Banking,completed,out_for_delivery,615 Main Street,Chennai,944657,
2995,245,2026-02-05 12:31:44,3380.89,54.34,166.33,3492.88,Net Banking,pending,delivered,754 Main Street,Delhi,295085,
2996,197,2026-02-27 12:31:44,1808.63,253.45,77.76,1632.94,Debit Card,failed,pending,317 Main Street,Mumbai,289019,
2997,158,2026-03-03 12:31:44,2370.38,278.16,104.61,2196.83,UPI,failed,cancelled,386 Main Street,Jaipur,540226,
2998,693,2026-03-07 12:31:44,4341.47,219.24,206.11,4328.34,UPI,completed,out_for_delivery,91 Main Street,Lucknow,998198,
2999,832,2026-04-11 12:31:44,4515.32,107.39,220.4,4628.33,Debit Card,completed,confirmed,519 Main Street,Bangalore,211636,
3000,448,2026-02-25 12:31:44,6551.7,977.88,278.69,5852.51,UPI,pending,confirmed,171 Main Street,Bangalore,613426,
3001,742,2026-03-30 12:31:44,417.55,48.96,18.43,387.02,UPI,pending,processing,499 Main Street,Jaipur,145981,
3002,619,2026-02-22 12:31:44,5725.4,39.84,284.28,5969.84,UPI,completed,processing,32 Main Street,Delhi,353690,
3003,910,2026-02-07 12:31:44,6721.81,419.33,315.12,6617.6,Net Banking,pending,delivered,703 Main Street,Ahmedabad,748696,Call on arrival
3004,247,2026-03-08 12:31:44,9807.24,831.39,448.79,9424.64,Cash on Delivery,completed,confirmed,293 Main Street,Hyderabad,827691,
3005,752,2026-03-14 12:31:44,2195.71,70.15,106.28,2231.84,Net Banking,pending,out_for_delivery,951 Main Street,Delhi,627262,
3006,414,2026-02-14 12:31:44,7008.78,953.97,302.74,6357.55,Cash on Delivery,pending,processing,182 Main Street,Ahmedabad,517584,
3007,59,2026-02-14 12:31:44,2270.1,292.34,98.89,2076.65,Cash on Delivery,failed,cancelled,704 Main Street,Ahmedabad,344762,Call on arrival
3008,268,2026-03-04 12:31:44,833.67,100.47,36.66,769.86,Cash on Delivery,completed,pending,496 Main Street,Ahmedabad,587002,Call on arrival
3009,632,2026-02-04 12:31:44,827.7,2.52,41.26,866.44,Credit Card,failed,confirmed,784 Main Street,Bangalore,351974,Call on arrival
3010,985,2026-03-04 12:31:44,4171.35,40.73,206.53,4337.15,UPI,completed,processing,701 Main Street,Lucknow,938970,
3011,637,2026-02-18 12:31:44,1654.43,52.44,80.1,1682.09,Cash on Delivery,completed,delivered,368 Main Street,Ahmedabad,631958,
3012,397,2026-02-07 12:31:44,5171.35,60.2,255.56,5366.71,Debit Card,pending,confirmed,503 Main Street,Chennai,339220,Leave at door
3013,29,2026-01-31 12:31:44,6330.77,925.59,270.26,5675.44,Net Banking,pending,out_for_delivery,984 Main Street,Delhi,479781,
3014,625,2026-03-30 12:31:44,4943.72,40.82,245.15,5148.05,Net Banking,pending,confirmed,178 Main Street,Bangalore,730343,
3015,645,2026-01-24 12:31:44,4739.75,44.34,234.77,4930.18,Credit Card,pending,pending,206 Main Street,Bangalore,459315,
3016,769,2026-04-03 12:31:44,806.31,105.7,35.03,735.64,Net Banking,pending,processing,474 Main Street,Kolkata,566991,
3017,866,2026-04-16 12:31:44,1825.19,155.04,83.51,1753.66,UPI,failed,delivered,690 Main Street,Kolkata,635239,
3018,6,2026-03-03 12:31:44,6068.04,508.48,277.98,5837.54,Debit Card,completed,pending,425 Main Street,Hyderabad,527398,Call on arrival
3019,391,2026-03-19 12:31:44,4915.42,328.89,229.33,4815.86,Credit Card,pending,out_for_delivery,985 Main Street,Kolkata,317221,
3020,889,2026-04-01 12:31:44,3734.66,504.77,161.49,3391.38,Credit Card,failed,cancelled,226 Main Street,Pune,375754,
3021,938,2026-03-10 12:31:44,5761.19,849.38,245.59,5157.4,Debit Card,completed,confirmed,783 Main Street,Kolkata,764001,
3022,667,2026-04-03 12:31:44,6880.07,973.21,295.34,6202.2,Debit Card,pending,pending,204 Main Street,Delhi,738584,
3023,18,2026-02-28 12:31:44,1023.2,2.2,51.05,1072.05,Credit Card,failed,out_for_delivery,975 Main Street,Jaipur,466960,Leave at door
3024,436,2026-02-20 12:31:44,3850.77,355.2,174.78,3670.35,Credit Card,completed,delivered,656 Main Street,Bangalore,789237,Leave at door
3025,236,2026-04-16 12:31:44,9156.93,353.03,440.19,9244.09,Cash on Delivery,pending,out_for_delivery,303 Main Street,Kolkata,421384,
3026,842,2026-02-03 12:31:44,4126.2,151.71,198.72,4173.21,Cash on Delivery,pending,processing,241 Main Street,Ahmedabad,871153,
3027,261,2026-03-30 12:31:44,6354.66,602.02,287.63,6040.27,Debit Card,completed,processing,547 Main Street,Chennai,197966,Call on arrival
3028,789,2026-03-14 12:31:44,2821.23,162.82,132.92,2791.33,UPI,failed,processing,154 Main Street,Chennai,295984,
3029,921,2026-03-26 12:31:44,7672.5,939.08,336.67,7070.09,Cash on Delivery,failed,processing,537 Main Street,Pune,816412,
3030,620,2026-01-29 12:31:44,683.33,11.59,33.59,705.33,Debit Card,failed,out_for_delivery,984 Main Street,Ahmedabad,597635,Leave at door
3031,75,2026-02-01 12:31:44,1122.09,16.71,55.27,1160.65,UPI,pending,pending,274 Main Street,Mumbai,675898,
3032,365,2026-02-12 12:31:44,2583.96,26.8,127.86,2685.02,Debit Card,failed,processing,330 Main Street,Hyderabad,913185,
3033,562,2026-04-11 12:31:44,2015.75,102.16,95.68,2009.27,Net Banking,pending,out_for_delivery,349 Main Street,Hyderabad,851763,
3034,920,2026-02-03 12:31:44,5710.24,53.21,282.85,5939.88,Net Banking,completed,processing,245 Main Street,Kolkata,436272,
3035,16,2026-04-16 12:31:44,1345.79,136.73,60.45,1269.51,UPI,completed,delivered,335 Main Street,Hyderabad,453894,
3036,150,2026-02-22 12:31:44,6460.19,673.45,289.34,6076.08,Credit Card,pending,processing,992 Main Street,Pune,401601,
3037,82,2026-04-13 12:31:44,5588.45,665.68,246.14,5168.91,UPI,failed,out_for_delivery,283 Main Street,Bangalore,910208,
3038,289,2026-03-26 12:31:44,5272.01,420.95,242.55,5093.61,Cash on Delivery,completed,confirmed,340 Main Street,Mumbai,806537,Call on arrival
3039,810,2026-02-05 12:31:44,5162.48,354.85,240.38,5048.01,Net Banking,failed,delivered,592 Main Street,Mumbai,647923,Call on arrival
3040,183,2026-03-28 12:31:44,1879.37,31.79,92.38,1939.96,Net Banking,failed,out_for_delivery,59 Main Street,Ahmedabad,486649,
3041,113,2026-02-19 12:31:44,7177.88,1051.35,306.33,6432.86,Cash on Delivery,failed,confirmed,514 Main Street,Kolkata,385765,
3042,243,2026-02-07 12:31:44,3657.01,475.24,159.09,3340.86,UPI,completed,cancelled,381 Main Street,Ahmedabad,565504,
3043,466,2026-02-17 12:31:44,1564.33,189.29,68.75,1443.79,Credit Card,pending,pending,150 Main Street,Bangalore,845951,
3044,65,2026-02-23 12:31:44,5491.87,102.42,269.47,5658.92,Credit Card,completed,out_for_delivery,753 Main Street,Mumbai,437978,Call on arrival
3045,317,2026-03-12 12:31:44,891.4,43.28,42.41,890.53,Net Banking,pending,processing,264 Main Street,Ahmedabad,853504,Call on arrival
3046,698,2026-02-05 12:31:44,2626.88,353.29,113.68,2387.27,Debit Card,completed,out_for_delivery,574 Main Street,Ahmedabad,904694,
3047,739,2026-02-18 12:31:44,3544.14,43.83,175.02,3675.33,Debit Card,pending,cancelled,629 Main Street,Hyderabad,751303,Call on arrival
3048,632,2026-04-02 12:31:44,5130.9,533.36,229.88,4827.42,Cash on Delivery,failed,processing,784 Main Street,Bangalore,351974,
3049,847,2026-03-02 12:31:44,2666.32,168.13,124.91,2623.1,Net Banking,pending,confirmed,188 Main Street,Chennai,901387,
3050,785,2026-04-10 12:31:44,2860.64,136.33,136.22,2860.53,Credit Card,pending,out_for_delivery,602 Main Street,Pune,785073,
3051,102,2026-02-13 12:31:44,87.29,9.37,3.9,81.82,Cash on Delivery,pending,confirmed,694 Main Street,Ahmedabad,673149,
3052,702,2026-03-04 12:31:44,362.14,32.3,16.49,346.33,Credit Card,completed,processing,261 Main Street,Pune,740524,Leave at door
3053,96,2026-03-26 12:31:44,596.02,71.48,26.23,550.77,Net Banking,completed,pending,171 Main Street,Delhi,827712,
3054,524,2026-03-14 12:31:44,6042.3,424.96,280.87,5898.21,UPI,pending,cancelled,2 Main Street,Mumbai,895794,
3055,921,2026-02-26 12:31:44,5132.17,151.54,249.03,5229.66,UPI,completed,cancelled,537 Main Street,Pune,816412,
3056,475,2026-01-22 12:31:44,9654.19,1356.17,414.9,8712.92,Debit Card,completed,pending,102 Main Street,Mumbai,756596,
3057,431,2026-02-14 12:31:44,8434.76,551.57,394.16,8277.35,UPI,failed,confirmed,357 Main Street,Jaipur,599292,
3058,598,2026-03-02 12:31:44,375.94,49.73,16.31,342.52,Net Banking,failed,cancelled,694 Main Street,Jaipur,750403,
3059,8,2026-02-14 12:31:44,6790.96,515.39,313.78,6589.35,Net Banking,pending,delivered,21 Main Street,Lucknow,998348,
3060,977,2026-02-01 12:31:44,4895.47,23.49,243.6,5115.58,Net Banking,completed,cancelled,254 Main Street,Mumbai,655132,Leave at door
3061,701,2026-03-11 12:31:44,1847.7,92.51,87.76,1842.95,Net Banking,failed,confirmed,47 Main Street,Kolkata,272129,
3062,523,2026-04-07 12:31:44,4728.52,174.47,227.7,4781.75,Debit Card,completed,confirmed,239 Main Street,Pune,667851,Leave at door
3063,693,2026-02-25 12:31:44,1182.3,116.91,53.27,1118.66,Credit Card,pending,delivered,91 Main Street,Lucknow,998198,
3064,329,2026-02-24 12:31:44,9663.02,1004.8,432.91,9091.13,Cash on Delivery,pending,delivered,539 Main Street,Lucknow,568449,
3065,890,2026-03-27 12:31:44,3220.16,150.3,153.49,3223.35,Net Banking,completed,cancelled,783 Main Street,Hyderabad,938817,Call on arrival
3066,452,2026-03-10 12:31:44,5375.86,85.26,264.53,5555.13,Debit Card,completed,processing,172 Main Street,Ahmedabad,186686,Call on arrival
3067,557,2026-02-17 12:31:44,4784.7,391.48,219.66,4612.88,Cash on Delivery,completed,cancelled,243 Main Street,Bangalore,721301,Leave at door
3068,635,2026-02-07 12:31:44,6230.68,695.59,276.75,5811.84,Net Banking,failed,cancelled,755 Main Street,Pune,137034,
3069,270,2026-04-09 12:31:44,1394.19,162.4,61.59,1293.38,Debit Card,failed,cancelled,134 Main Street,Kolkata,897615,Call on arrival
3070,967,2026-02-22 12:31:44,3728.24,547.47,159.04,3339.81,Cash on Delivery,failed,out_for_delivery,352 Main Street,Chennai,827497,Leave at door
3071,263,2026-03-12 12:31:44,924.54,81.19,42.17,885.52,Credit Card,failed,pending,863 Main Street,Lucknow,690996,Call on arrival
3072,191,2026-01-20 12:31:44,138.4,13.94,6.22,130.68,UPI,pending,delivered,97 Main Street,Delhi,685066,
3073,344,2026-02-14 12:31:44,965.06,118.06,42.35,889.35,Credit Card,pending,pending,254 Main Street,Pune,583000,
3074,448,2026-03-01 12:31:44,8137.3,670.24,373.35,7840.41,UPI,completed,delivered,171 Main Street,Bangalore,613426,Leave at door
3075,635,2026-03-06 12:31:44,5921.91,523.12,269.94,5668.73,Debit Card,pending,cancelled,755 Main Street,Pune,137034,Call on arrival
3076,823,2026-03-06 12:31:44,2139.16,304.27,91.74,1926.63,Cash on Delivery,failed,delivered,969 Main Street,Lucknow,911187,Leave at door
3077,402,2026-02-13 12:31:44,4175.53,623.85,177.58,3729.26,UPI,pending,processing,780 Main Street,Ahmedabad,382870,
3078,99,2026-03-17 12:31:44,3471.68,112.48,167.96,3527.16,Debit Card,failed,processing,180 Main Street,Bangalore,182804,Call on arrival
3079,383,2026-02-19 12:31:44,7176.38,324.04,342.62,7194.96,UPI,pending,delivered,383 Main Street,Pune,525750,Leave at door
3080,556,2026-02-23 12:31:44,4870.73,461.03,220.49,4630.19,Cash on Delivery,pending,processing,590 Main Street,Mumbai,987624,
3081,872,2026-04-05 12:31:44,4965.26,182.49,239.14,5021.91,Credit Card,pending,pending,534 Main Street,Kolkata,572161,
3082,533,2026-03-09 12:31:44,5363.34,657.48,235.29,4941.15,Debit Card,completed,pending,461 Main Street,Delhi,588694,
3083,906,2026-01-30 12:31:44,5015.28,133.65,244.08,5125.71,Credit Card,pending,out_for_delivery,242 Main Street,Hyderabad,763653,
3084,508,2026-03-17 12:31:44,6714.11,692.32,301.09,6322.88,UPI,failed,out_for_delivery,381 Main Street,Chennai,233096,
3085,638,2026-02-26 12:31:44,6963.68,330.51,331.66,6964.83,Net Banking,failed,out_for_delivery,301 Main Street,Jaipur,202344,Call on arrival
3086,447,2026-03-31 12:31:44,3406.78,62.84,167.2,3511.14,Credit Card,failed,delivered,191 Main Street,Pune,610310,Call on arrival
3087,991,2026-03-27 12:31:44,8291.77,227.66,403.21,8467.32,Net Banking,completed,confirmed,135 Main Street,Hyderabad,293720,
3088,717,2026-04-19 12:31:44,2005.39,127.43,93.9,1971.86,UPI,failed,processing,766 Main Street,Pune,982260,Call on arrival
3089,90,2026-01-26 12:31:44,10075.18,571.4,475.19,9978.97,Cash on Delivery,failed,out_for_delivery,539 Main Street,Ahmedabad,579123,
3090,664,2026-01-23 12:31:44,2684.23,194.92,124.47,2613.78,Cash on Delivery,completed,confirmed,431 Main Street,Mumbai,793805,
3091,594,2026-04-02 12:31:44,5861.39,152.37,285.45,5994.47,Cash on Delivery,completed,pending,353 Main Street,Delhi,947438,
3092,78,2026-04-03 12:31:44,2666.01,292.3,118.69,2492.4,Credit Card,failed,processing,862 Main Street,Delhi,218972,
3093,379,2026-01-28 12:31:44,7461.1,170.36,364.54,7655.28,Net Banking,pending,out_for_delivery,545 Main Street,Mumbai,678440,
3094,63,2026-04-14 12:31:44,1958.38,80.15,93.91,1972.14,Cash on Delivery,failed,delivered,480 Main Street,Ahmedabad,822131,
3095,613,2026-02-02 12:31:44,6288.36,497.08,289.56,6080.84,Cash on Delivery,failed,delivered,453 Main Street,Delhi,321659,
3096,565,2026-02-28 12:31:44,7596.08,42.32,377.69,7931.45,Net Banking,failed,cancelled,104 Main Street,Pune,452909,Call on arrival
3097,242,2026-02-18 12:31:44,6599.72,920.23,283.97,5963.46,UPI,pending,delivered,393 Main Street,Kolkata,694799,Call on arrival
3098,743,2026-03-07 12:31:44,1018.0,70.81,47.36,994.55,Debit Card,completed,cancelled,527 Main Street,Hyderabad,186345,Leave at door
3099,190,2026-02-11 12:31:44,1597.56,109.49,74.4,1562.47,Cash on Delivery,failed,out_for_delivery,613 Main Street,Kolkata,154909,Leave at door
3100,687,2026-03-22 12:31:44,7189.67,302.65,344.35,7231.37,Cash on Delivery,pending,processing,745 Main Street,Pune,360651,
3101,398,2026-04-05 12:31:44,464.48,16.83,22.38,470.03,UPI,failed,cancelled,697 Main Street,Pune,714334,Leave at door
3102,511,2026-03-27 12:31:44,8971.84,190.07,439.09,9220.86,UPI,pending,out_for_delivery,512 Main Street,Kolkata,694423,
3103,968,2026-03-05 12:31:44,6561.56,137.67,321.19,6745.08,UPI,pending,delivered,340 Main Street,Ahmedabad,319162,
3104,538,2026-04-19 12:31:44,1700.65,207.09,74.68,1568.24,Net Banking,completed,out_for_delivery,694 Main Street,Jaipur,413357,Call on arrival
3105,165,2026-01-21 12:31:44,4413.52,333.15,204.02,4284.39,Cash on Delivery,failed,confirmed,210 Main Street,Mumbai,416061,
3106,739,2026-02-02 12:31:44,4633.09,501.48,206.58,4338.19,Net Banking,failed,cancelled,629 Main Street,Hyderabad,751303,Leave at door
3107,468,2026-04-02 12:31:44,3898.36,427.14,173.56,3644.78,Credit Card,completed,confirmed,463 Main Street,Pune,179184,
3108,973,2026-04-16 12:31:44,550.04,0.92,27.46,576.58,Cash on Delivery,completed,cancelled,278 Main Street,Pune,795186,
3109,877,2026-02-19 12:31:44,6335.09,228.37,305.34,6412.06,Net Banking,completed,cancelled,235 Main Street,Pune,359414,Call on arrival
3110,694,2026-04-19 12:31:44,688.59,78.67,30.5,640.42,Credit Card,completed,processing,764 Main Street,Delhi,785111,
3111,56,2026-04-17 12:31:44,3154.08,121.18,151.65,3184.55,UPI,completed,processing,84 Main Street,Chennai,264686,
3112,218,2026-03-28 12:31:44,2401.18,100.72,115.02,2415.48,Credit Card,pending,delivered,114 Main Street,Ahmedabad,977330,Call on arrival
3113,589,2026-03-04 12:31:44,2611.04,77.97,126.65,2659.72,Credit Card,pending,delivered,485 Main Street,Chennai,984756,
3114,325,2026-02-24 12:31:44,7633.61,975.11,332.93,6991.43,UPI,pending,cancelled,121 Main Street,Chennai,769737,Call on arrival
3115,664,2026-04-06 12:31:44,994.48,86.21,45.41,953.68,Net Banking,pending,delivered,431 Main Street,Mumbai,793805,
3116,71,2026-03-16 12:31:44,10864.02,939.12,496.25,10421.15,Debit Card,pending,cancelled,38 Main Street,Pune,576919,
3117,566,2026-03-15 12:31:44,167.02,1.87,8.26,173.41,UPI,pending,processing,811 Main Street,Bangalore,770318,Leave at door
3118,886,2026-04-14 12:31:44,5977.43,60.94,295.82,6212.31,UPI,completed,pending,307 Main Street,Ahmedabad,109576,Call on arrival
3119,895,2026-03-21 12:31:44,5877.01,32.56,292.22,6136.67,Cash on Delivery,completed,confirmed,191 Main Street,Jaipur,207241,
3120,29,2026-04-14 12:31:44,3587.24,493.41,154.69,3248.52,Credit Card,completed,out_for_delivery,984 Main Street,Delhi,479781,
3121,881,2026-03-03 12:31:44,4344.86,315.89,201.45,4230.42,Net Banking,pending,out_for_delivery,468 Main Street,Lucknow,761701,Call on arrival
3122,717,2026-03-20 12:31:44,10700.1,200.22,524.99,11024.87,Debit Card,completed,out_for_delivery,766 Main Street,Pune,982260,
3123,510,2026-04-11 12:31:44,3537.16,26.09,175.55,3686.62,Cash on Delivery,failed,out_for_delivery,643 Main Street,Chennai,180813,
3124,241,2026-02-17 12:31:44,3204.9,442.93,138.1,2900.07,Credit Card,pending,processing,130 Main Street,Ahmedabad,170499,Leave at door
3125,223,2026-03-26 12:31:44,2285.08,109.65,108.77,2284.2,Net Banking,completed,out_for_delivery,45 Main Street,Pune,766549,Call on arrival
3126,35,2026-01-26 12:31:44,3601.24,294.12,165.36,3472.48,UPI,completed,processing,817 Main Street,Hyderabad,370902,
3127,935,2026-04-09 12:31:44,5473.29,789.29,234.2,4918.2,Cash on Delivery,failed,cancelled,438 Main Street,Ahmedabad,209159,
3128,635,2026-04-07 12:31:44,4317.42,60.01,212.87,4470.28,Net Banking,failed,delivered,755 Main Street,Pune,137034,
3129,259,2026-04-06 12:31:44,5769.38,203.32,278.3,5844.36,Cash on Delivery,pending,out_for_delivery,355 Main Street,Kolkata,644103,Leave at door
3130,436,2026-02-24 12:31:44,4004.92,139.97,193.25,4058.2,Net Banking,pending,out_for_delivery,656 Main Street,Bangalore,789237,
3131,189,2026-03-03 12:31:44,5819.78,204.01,280.79,5896.56,Debit Card,failed,processing,373 Main Street,Lucknow,490963,Call on arrival
3132,964,2026-04-13 12:31:44,2470.94,42.14,121.44,2550.24,Credit Card,completed,pending,639 Main Street,Lucknow,252901,
3133,497,2026-02-15 12:31:44,3514.34,119.49,169.74,3564.59,Net Banking,failed,pending,375 Main Street,Lucknow,672896,Leave at door
3134,782,2026-03-03 12:31:44,1224.52,161.84,53.13,1115.81,UPI,failed,delivered,481 Main Street,Kolkata,576728,
